               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  50,            0.028837,             0.02845,           0.0023152,              0.8796,              0.7868,             0.78292,             0.48139,            0.025558,            0.017433,           0.0016088,           0.0075745,           0.0075745,           0.0075745
                  51,            0.029834,             0.03216,           0.0022564,              0.9369,             0.78425,             0.81288,             0.53457,            0.023826,            0.017344,           0.0015974,            0.007525,            0.007525,            0.007525
                  52,            0.029118,            0.029749,           0.0024078,             0.94869,              0.7704,             0.81303,             0.45941,            0.024747,             0.01726,           0.0015153,           0.0074755,           0.0074755,           0.0074755
                  53,            0.030246,            0.028971,           0.0023892,             0.90162,             0.78078,              0.8019,             0.52234,            0.020492,            0.017422,           0.0015654,            0.007426,            0.007426,            0.007426
                  54,            0.029828,            0.029667,           0.0021937,             0.91498,             0.79569,             0.81808,             0.54051,            0.022123,            0.018146,           0.0015781,           0.0073765,           0.0073765,           0.0073765
                  55,            0.028591,            0.030901,           0.0024853,             0.92758,             0.79571,             0.81201,             0.53997,            0.020351,            0.017146,           0.0015306,            0.007327,            0.007327,            0.007327
                  56,            0.027906,            0.026551,           0.0021409,             0.92855,             0.79245,             0.81342,             0.50946,            0.023475,            0.018304,            0.001581,           0.0072775,           0.0072775,           0.0072775
                  57,            0.028059,            0.029068,            0.002086,             0.92195,             0.78263,             0.80079,             0.52834,            0.021086,            0.016862,           0.0014892,            0.007228,            0.007228,            0.007228
                  58,            0.028428,            0.027731,           0.0020022,             0.92906,             0.78815,             0.80849,             0.55133,            0.023075,             0.01703,           0.0014664,           0.0071785,           0.0071785,           0.0071785
                  59,            0.028393,            0.027856,           0.0020473,             0.92736,              0.7845,             0.81053,             0.53426,            0.022649,            0.016906,           0.0014496,            0.007129,            0.007129,            0.007129
                  60,            0.028792,            0.027208,           0.0020149,             0.95465,             0.80126,             0.81951,             0.53206,            0.024559,            0.017032,           0.0014247,           0.0070795,           0.0070795,           0.0070795
                  61,            0.028124,            0.027851,           0.0019464,             0.92026,             0.80272,             0.81538,             0.55217,            0.020535,            0.016224,           0.0014571,             0.00703,             0.00703,             0.00703
                  62,            0.028214,            0.026523,           0.0018194,             0.96073,             0.80766,             0.82006,             0.55778,            0.024118,            0.016859,           0.0014895,           0.0069805,           0.0069805,           0.0069805
                  63,            0.027049,            0.027553,           0.0021283,              0.9661,             0.80074,             0.81775,              0.5461,            0.021879,            0.016423,           0.0013979,            0.006931,            0.006931,            0.006931
                  64,            0.027153,            0.026631,           0.0022367,             0.95582,             0.80515,             0.81764,             0.55678,            0.021556,            0.016269,           0.0014632,           0.0068815,           0.0068815,           0.0068815
                  65,            0.026785,            0.027639,           0.0022078,             0.91192,             0.79491,             0.81735,             0.53119,             0.02241,            0.016559,           0.0013697,            0.006832,            0.006832,            0.006832
